,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
113,5,,True,"08 6, 2017",A2PX1A91ASU2FG,B00004U9V2,JLP,I love this stuff and the scent.  Have several Gardener's products that I purchase routinely,Love this,1501977600,{'Size:': ' 250 g'},
114,5,,True,"08 1, 2017",A3R1BUTQMNSKU5,B00004U9V2,Mike,Best ever hand cream,Five Stars,1501545600,{'Size:': ' 3.5 oz.'},
115,5,,True,"07 26, 2017",ABMM4I1WJPDU8,B00004U9V2,Val 27,I am an avid gardener and I used this religiously. It's the best product for making my hands refreshed after a scub and. I use it before going to bed and the scent dissipates. Everyone I have given it to loves Love's it as do I. I agree C&E needs to do something about the palm oil.,BEST AFTER THE SCRUB,1501027200,{'Size:': ' 3.5 oz.'},
116,4,,True,"07 26, 2017",A2VO80WU6913KH,B00004U9V2,Amazon Customer,Love this!!! It works better than anything else I have tried!,Great lotion!,1501027200,{'Size:': ' 250 g'},
117,5,,True,"07 18, 2017",A31DA9098LN01C,B00004U9V2,BabyBoomer57,"Wanna get somebody a gift they won't wanna share?  This stuff is amazing.  I think it's a bit expensive, but my hands are so much better (I work in the yard a lot).",Love love love this hand cream.,1500336000,{'Size:': ' 0.9 oz.'},
118,5,,True,"07 13, 2017",A3C8G0WOAF7N37,B00004U9V2,Islandgirl,Truly a soothing lotion.,Five Stars,1499904000,{'Size:': ' 250 g'},
119,5,,True,"07 9, 2017",AOB44N6HUDLSZ,B00004U9V2,Garden Girl,This is a fabulous product...nothing works better on dry calloused gardening hands!!!,"Absolutely the BEST hand cream, especially for gardeners!",1499558400,{'Size:': ' 250 g'},
120,5,,True,"07 8, 2017",A279EZ21L74FFL,B00004U9V2,Peter B.,Great!,Five Stars,1499472000,{'Size:': ' 3.5 oz.'},
121,4,,True,"06 23, 2017",A3KDIEBPLVZZCX,B00004U9V2,Donna Beronda,"This is a great product, but I think it is very overpriced.  The pricing is the fault of Crabtree and Evelyn--not Amazon.","This is a great product, but I think it is very overpriced",1498176000,{'Size:': ' 250 g'},
122,5,,True,"06 19, 2017",A23B2E4S9NSSC8,B00004U9V2,Sruprof,Wonderful product for any gardener!,Five Stars,1497830400,{'Size:': ' 250 g'},
123,5,,True,"06 17, 2017",ADTUFW8DLTRYF,B00004U9V2,Amazon Customer,Love this lotion!! Smells great and feels great!,Five Stars,1497657600,{'Size:': ' 3.5 oz.'},
124,5,,True,"06 17, 2017",A1OOSEM3O1H389,B00004U9V2,Marcia Acker-Missall,This product does exactly what it is advertised to do. The aroma is wonderful and I have purchased this product several times because it makes my hands feel soft without being sticky at all and the aroma is romantic.,Does exactly what its advertised to do,1497657600,{'Size:': ' 0.9 oz.'},
125,5,,False,"06 10, 2017",A3SPE3W450ARKE,B00004U9V2,Robin Martin,Strengthens my nails and heals my cuticle.,Five Stars,1497052800,{'Size:': ' 0.9 oz.'},
126,5,,True,"06 6, 2017",A7DMBT4KKN6OI,B00004U9V2,Tere Belcher,"I know it's hand cream, but it's great for my feet.",Love It!,1496707200,{'Size:': ' 3.5 oz.'},
127,5,,True,"06 5, 2017",A35BNF5WZDT0CR,B00004U9V2,Kindle Customer,perfect,Five Stars,1496620800,{'Size:': ' 250 g'},
128,5,,True,"06 4, 2017",AZY31SPDXGJQ,B00004U9V2,Rj,"C&E hand cream is the most emollient cream I've tried, It does what it says it will,and the nice scents are lovely as well (not too overpowering) It's on the spendy side,but w/all the hand work many of us do,we deserved it.",Sweet treat for my hands.,1496534400,{'Size:': ' 3.5 oz.'},
129,5,,True,"06 2, 2017",A2G7XOUKV97CME,B00004U9V2,Moe,One of the best moisturizers for super dry skin. And the fragrance is lovely too,Five Stars,1496361600,{'Size:': ' 3.5 oz.'},
130,5,,True,"05 30, 2017",AIGEGSFSA53GD,B00004U9V2,charles s thomas,"best ever, my favorite hand cream",Five Stars,1496102400,{'Size:': ' 3.5 oz.'},
131,5,,True,"05 29, 2017",A1ASEXTR1T5KQN,B00004U9V2,SnoopyJacksMom,"This is my very favorite hand lotion. I have used it for years, and nothing else compares for me. It is fantastic for dry hands and has a lovely, spicy scent. It's hard to find that combination of effectiveness and nice scent in hand lotions that actually work well! It is on the pricey side, but high quality and definitely worth it. Highly recommend!",This is my very favorite hand lotion,1496016000,{'Size:': ' 3.5 oz.'},
132,5,,True,"05 27, 2017",AHT13RD0QM312,B00004U9V2,Amazon Customer,I love this product.  It is great for dry skin.  I will purchase this product again.,Five Stars,1495843200,{'Size:': ' 3.5 oz.'},
133,5,,True,"05 25, 2017",A3AQ9XHUHSQOCY,B00004U9V2,robert,This skin cream is so rich in moisture. I apply it on my feet nice and smooth.,I apply it on my feet nice and smooth,1495670400,{'Size:': ' 250 g'},
134,5,,True,"05 25, 2017",A2I357OM996JQX,B00004U9V2,Pam,"I was given this hand cream as a gift and had to order another for myself. If it were not so expensive, I would order many more.",I was given this hand cream as a gift and ...,1495670400,{'Size:': ' 0.9 oz.'},
135,5,,True,"05 24, 2017",A1FEL0DJIQVE5J,B00004U9V2,amanda brand,Great quality moisturizer.,Five Stars,1495584000,{'Size:': ' 0.9 oz.'},
136,5,,True,"05 17, 2017",A2HJZ5594HA2O8,B00004U9V2,Diane Gill-Kaindoh,The cream is great.. Will definitely get some more.,Five Stars,1494979200,{'Size:': ' 0.9 oz.'},
137,5,,True,"05 17, 2017",ATWF516YZ702C,B00004U9V2,Agnes in Rehoboth,Remarkable product for gardeners hands,Five Stars,1494979200,{'Size:': ' 3.5 oz.'},
138,5,,True,"05 15, 2017",A26QIE12BXHH2E,B00004U9V2,BB,this is amazing for your hands so soft,Five Stars,1494806400,{'Size:': ' 3.5 oz.'},
139,5,,True,"05 14, 2017",A1GQLWS9D0MY44,B00004U9V2,Danielle Wheatley,I love this product. It leaves my hands feeling smooth soft and pampered and never greasy.,Excellent for gardeners and landscapers,1494720000,{'Size:': ' 0.9 oz.'},
140,5,,True,"05 12, 2017",A2JIB8PKD4FQ32,B00004U9V2,Carolyn D. Mason,this lotion is wonderful! One small drop and my hands feel soft again.,Five Stars,1494547200,{'Size:': ' 250 g'},
141,3,,True,"05 11, 2017",A110U6JR5YQTPN,B00004U9V2,tony,"Given all the great 5-star reviews, I was expecting something much better. I don't notice a difference between this lotion and others that are a quarter of the price. This lotion is ok, but not worth the money in my book.",Given all the great 5-star reviews,1494460800,{'Size:': ' 0.9 oz.'},
142,4,,True,"05 8, 2017",A36OHJMDIWMFXS,B00004U9V2,Garth,"The lotion is the best!  The bottle, which is metal, came dented.  I ordered 3 and all three came dented.  I had to pick the least dented to give as a gift, but that was disappointing!  The product itself, the lotion, is top notch however.","Lotion 5, bottle 3",1494201600,{'Size:': ' 250 g'},
143,2,,True,"05 3, 2017",A3JDWEPQH4NEOR,B00004U9V2,Jozie,Tiny tube for the money. Thought it was a larager tube.,Two Stars,1493769600,{'Size:': ' 0.9 oz.'},
144,5,,True,"05 2, 2017",A3VU8ZU8Y9OYF,B00004U9V2,Music Maven,This lotion is amazing...smells wonderful and really helps heal and soften your hands.,Five Stars,1493683200,{'Size:': ' 3.5 oz.'},
145,5,,True,"05 2, 2017",A2L8BJU760D11W,B00004U9V2,Shelley B.,"My favorite lotion, by far! Smells SOO good every time I put it on. :)",Five Stars,1493683200,{'Size:': ' 0.9 oz.'},
146,5,,True,"04 29, 2017",A3OFU0NLR9EJ7Y,B00004U9V2,Robert F. Pennington,"We keep a bottle of this moisturizer in the kitchen.  We use it every day and a small amount goes a long way.  One bottle can last 3 years!  It smells good, too.","It smells good, too",1493424000,{'Size:': ' 250 g'},
147,5,,True,"04 26, 2017",A2NB16B6V1DXL,B00004U9V2,Lorraine Labate,Helps the roughest hands.,Five Stars,1493164800,{'Size:': ' 3.5 oz.'},
148,5,,True,"04 26, 2017",A2NB16B6V1DXL,B00004U9V2,Lorraine Labate,Love this hand cream.,Five Stars,1493164800,{'Size:': ' 0.9 oz.'},
149,5,,True,"04 20, 2017",A1DNABDMALTASM,B00004U9V2,Amazon Customer,"i am a gardner an this stuff works great on the hands an smells beautiful, i just have to find it somewhere a little cheaper this size tube was small for the price but i am happy with the service an the product.",Love this,1492646400,{'Size:': ' 0.9 oz.'},
150,4,,True,"04 18, 2017",A1OQV3ENNMMR2C,B00004U9V2,pk,"Necessarily subjective, but the best lotion going - best balance of softening skin but with minimal greasiness.  Container lasts longer than one might think and for the price it should.",A little dab'll do ya,1492473600,{'Size:': ' 250 g'},
151,5,,False,"04 16, 2017",A1CBUOW3HI1NO7,B00004U9V2,Angel Muniz,"I gave a variety of the hand creams out as stocking stuffers a couple of years ago and my husband really liked Gardeners and had been using it sparingly because he didn't want to run out.  He finally got to the end of his supply so he asked if I would get him more.  He is hard to please when it comes to lotions and moisturizers, but this is a winner.",Hubby Loves This Hand Cream,1492300800,{'Size:': ' 3.5 oz.'},
152,5,3,True,"04 7, 2017",A2NN2MUAM0TDC,B00004U9V2,Stephen Beckvonpeccoz,"Not greasy. Smells good even for a guy - kind of 'green'. Lasts and really keeps your hands soft and not wrinkly. I keep a big pump bottle at home and use it in the morning right before I put on my watch and wedding ring, and I keep this tube on my desk at work. Buy it now.",Best. Handcream. Ever.,1491523200,{'Size:': ' 0.9 oz.'},
153,5,,True,"04 6, 2017",AXWI8OVE2QW,B00004U9V2,Wendy L Eberman,"This is my absolute favorite hand cream.  I use it all the time, and give to others as a gift.",This is my absolute favorite hand cream,1491436800,{'Size:': ' 250 g'},
154,5,,True,"04 5, 2017",A1YIPEY7HX73S7,B00004U9V2,Ajaey,"wonderful hand lotion, for seriously dry skin, stays on a long time, a little goes a long long way.. go easy.. wonderful scent.. maybe a bit strong at first, but dissipates after a while.",wonderful hand lotion,1491350400,{'Size:': ' 3.5 oz.'},
155,5,,True,"04 5, 2017",A3T4UT6LUYTL0H,B00004U9V2,Amazon Mom,Love this!,Five Stars,1491350400,{'Size:': ' 250 g'},
156,5,,True,"04 4, 2017",ABVQSGYRMN2ZO,B00004U9V2,Pauline Johnson,Hand therapy is the best hand moisturizer I have found. It works great for me!,Five Stars,1491264000,{'Size:': ' 3.5 oz.'},
157,5,,True,"04 3, 2017",A2JNWWAE59JFH8,B00004U9V2,haym s.,Excellent,Five Stars,1491177600,{'Size:': ' 250 g'},
158,5,,True,"04 3, 2017",A2JNWWAE59JFH8,B00004U9V2,haym s.,Quite good,Five Stars,1491177600,{'Size:': ' 0.9 oz.'},
159,5,,True,"04 1, 2017",A3HMKKY1S8D4FM,B00004U9V2,David B.,it does the job.,Five Stars,1491004800,{'Size:': ' 250 g'},
160,5,,False,"03 31, 2017",A3MVM24AACE30W,B00004U9V2,Mariah Pacheco,"Full disclaimer I didn't purchase this I got it as a gift at a baby shower , I didn't even think anything of it but one day I was going through my makeup draws and tried it out , OMG its amazing I fell in love as soon as i tried it , it has an amazing smell !! It also keeps your hands moisturizer and super soft . It's so good in fact I haven't even ran out but I'm deffintly looking into investing in the big bottle it's a little pricey but it's amazing and worth it to have a reliable lotion !!!",Amazing product,1490918400,{'Size:': ' 0.9 oz.'},
161,5,,True,"03 27, 2017",A2QCGHIJ2TCLVP,B00004U9V2,D. Jones,"Best hand cream around.  Silky, thick, soaks in all the way leaving hands super soft.",Best hand cream around,1490572800,{'Size:': ' 250 g'},
162,5,,True,"03 27, 2017",A2TUT96RSOYBMF,B00004U9V2,Sheila R.,Really small tube,Five Stars,1490572800,{'Size:': ' 0.9 oz.'},
163,1,10,True,"03 27, 2017",A30GFHDBV3O5DV,B00004U9V2,bridget,"I used to love this lotion. It's one of the few that actually does what it says it will do. My issue with it is that Crabtree and Evelyn use palm oil in it, which I didn't realize until I read the product label the other day. And for those of you out there who don't know what the big deal is about, google palm oil plantations and the effects they have on local wildlife. It's horrifying to see what these plantations do to orangutans, tigers, etc-the farmers completely destroy the natural habitat so they can sell us cheap palm oil to use in our products. I'm boycotting Crabtree and Evelyn until they remove this from their products. I won't buy a product knowing that doing so is destroying the earth.",Disappointed,1490572800,{'Size:': ' 3.5 oz.'},
164,2,,True,"03 23, 2017",A1SWKOA0428X3M,B00004U9V2,M. Sullivan,I had hope given the rave reviews but this didn't do anything for me. I have used the whole tube and my hands are still in really bad shape.,Didn't do the job for me.,1490227200,{'Size:': ' 0.9 oz.'},
165,5,,True,"03 22, 2017",AI381DANV52QB,B00004U9V2,barbara ann mccadam,Makes your hands feel like silk.,Best hand cream on the market,1490140800,{'Size:': ' 3.5 oz.'},
166,5,,True,"03 21, 2017",A2CQKK3HBEVVAO,B00004U9V2,SpencerMA,"it is the best hand lotion I've ever tried. I wash my hands very frequently and this lotion is so soothing, smells great, not greasy, and works fantastic Hands are so smooth after use. I just love it.",it is the best hand lotion I've ever tried,1490054400,{'Size:': ' 250 g'},
167,5,,False,"03 21, 2017",A17XGOOKP8RZI5,B00004U9V2,Louise Settelmyer,great product!!,Five Stars,1490054400,{'Size:': ' 0.9 oz.'},
168,5,,True,"03 20, 2017",A2LO65GVLT5869,B00004U9V2,Amazon Customer,Best product for dry skin. Love it.,Love it,1489968000,{'Size:': ' 0.9 oz.'},
169,5,,True,"03 20, 2017",A2R4UNHFJBA6PY,B00004U9V2,Amazon Customer,Thanks!!,Five Stars,1489968000,{'Size:': ' 3.5 oz.'},
170,5,,True,"03 19, 2017",A3HQ372UG48O2L,B00004U9V2,Debra L. Mellish,Wonderful product.  Received a tube as a gift.  Bought larger bottle for myself.,Wonderful product. Received a tube as a gift,1489881600,{'Size:': ' 250 g'},
171,5,,True,"03 19, 2017",A21064S49UMHS,B00004U9V2,Rebekah J. Wagenbach,Got this item super fast and I love it!  My daughter is a nurse and has tried a lot of different lotions for her dry and cracked hands and none of them have worked.  Her hands feel better than they ever have after using this product!,Five Stars,1489881600,{'Size:': ' 3.5 oz.'},
172,5,,False,"03 19, 2017",A2N1WT4URJAADQ,B00004U9V2,Cheryl Grayson,"Got this as a gift, and will buy it as long as they make it. Smells great, not greasy, works fantastic.",Fabulous for dry hands,1489881600,{'Size:': ' 3.5 oz.'},
173,5,,True,"03 15, 2017",A399QYL1HD65YP,B00004U9V2,John S. Igers,Well worth the money.  Long lasting and curative.,Well worth the money. Long lasting and curative.,1489536000,{'Size:': ' 3.5 oz.'},
174,5,,True,"03 10, 2017",AP6ZI04K69C83,B00004U9V2,Kerryn,Great when working in the garden.,Good stuff,1489104000,{'Size:': ' 250 g'},
175,5,,True,"03 10, 2017",A124ICVE15F6BQ,B00004U9V2,Amazon Customer,"I love this lotion! Makes my hands feel great, but not greasy or sticky.",Five Stars,1489104000,{'Size:': ' 0.9 oz.'},
176,5,,True,"03 6, 2017",A2YR04SPDX6Y3Z,B00004U9V2,Thomas Cleveland,I have been used this product for many years and it's work great for me. Amazon is the best place to buy it and it's the most safe for your credit cards.,... used this product for many years and it's work great for me,1488758400,{'Size:': ' 250 g'},
177,4,,True,"03 4, 2017",A110SBG2M2UDVC,B00004U9V2,Riss Dan,Smells wonderful!  Very small tube though...,Smells wonderful! Very small tube though,1488585600,{'Size:': ' 0.9 oz.'},
178,5,,True,"02 28, 2017",A2C1DQO6Z91W7J,B00004U9V2,Amazon Customer,As always....I love it!,I love it!,1488240000,{'Size:': ' 250 g'},
179,5,,True,"02 28, 2017",A2QCGHIJ2TCLVP,B00004U9V2,D. Jones,"Great hand lotion.  Soaks right in and leaves skin super soft.  No greasy residue, great scent!",Great hand lotion!,1488240000,{'Size:': ' 0.9 oz.'},
180,5,,True,"02 25, 2017",A1606LA683WZZU,B00004U9V2,Amr,Great product. Doesn't leave you hands feeling greasy or slippery.,Five Stars,1487980800,{'Size:': ' 250 g'},
181,5,,True,"02 25, 2017",A1606LA683WZZU,B00004U9V2,Amr,Great product. Doesn't leave you hands feeling greasy or slippery.,Five Stars,1487980800,{'Size:': ' 3.5 oz.'},
182,5,,True,"02 25, 2017",A1TKFZV52FQO0,B00004U9V2,Kellye,Awesome stuff,Five Stars,1487980800,{'Size:': ' 3.5 oz.'},
183,1,,True,"02 24, 2017",A2Z2M1AX9X1GB8,B00004U9V2,Chris OConnor,Bottle arrived dented. No packing slip. $30 way too expensive for 8 ounces. Sorry I bought it,One Star,1487894400,{'Size:': ' 250 g'},
184,5,,True,"02 16, 2017",A1Q6P4BXTFLD0S,B00004U9V2,mleandre,I buy this stuff for my Mom once a year.. she LOVES the stuff.,Five Stars,1487203200,{'Size:': ' 250 g'},
185,1,,True,"02 13, 2017",A2IWX64Z0H6XGN,B00004U9V2,Lianne May,Crabtree & Evelyn is supposed to be a fantastic brand of lotion. However with as active as I am I found that it didn't provide enough moisture for my hands. I have found other products since then that work better.,Crabtree & Evelyn is supposed to be a fantastic brand of lotion,1486944000,{'Size:': ' 0.9 oz.'},
